application_number,filing_date,application_invention_type,examiner_full_name,examiner_art_unit,uspc_class,uspc_subclass,confirm_number,atty_docket_number,appl_status_desc,appl_status_date,file_location,file_location_date,earliest_pgpub_number,earliest_pgpub_date,wipo_pub_number,wipo_pub_date,patent_number,patent_issue_date,invention_title,small_entity_indicator,aia_first_to_file
05817335,1977-07-20,Utility,"NOT, DEFINED",3405,126,422000,3064,,Patented Case,1980-05-15,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4237863,1980-12-09,SOLAR HEATING SYSTEM,UNDISCOUNTED,false
05817382,1977-07-20,Utility,"BERNSTEIN, HIRAM H",1305,426,532000,3074,GF2582,Patented Case,1981-11-03,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4298624,1981-11-03,PROTECTION AGAINST MITE CONTAMINATION,UNDISCOUNTED,false
05817412,1977-07-20,Utility,"ROSE, SHEP K",1203,424,019000,3082,F2780,Patented Case,1980-11-04,FILE REPOSITORY (FRANCONIA),2009-03-06,,,,,4292300,1981-09-29,CONTROLLED RELEASE SUPPOSITORIES,UNDISCOUNTED,false
05816766,1977-07-18,Utility,"YOST, FRANK",3204,083,347000,2936,Q6449,Patented Case,1981-07-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4287799,1981-09-08,ROLLER APPARATUS FOR CUTTING GLASS FIBERS,UNDISCOUNTED,false
05817649,1977-07-21,Utility,"KEMENY, EMANUEL",2306,999,999999,3128,Q6505,Patented Case,1981-06-02,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4289928,1981-09-15,TONE CONTROL ARRANGEMENT FOR USE IN SOUND REPRODUCING INSTRUMENTS,UNDISCOUNTED,false
05817660,1977-07-21,Utility,"SPRINGER, DAVID B",1202,424,258000,3130,AHP-7100,Patented Case,1982-08-24,FILE REPOSITORY (FRANCONIA),2009-02-06,,,,,4346090,1982-08-24,13-CHLORO-BENZOCYCLOHEPTA PYRIDOISOQUINOLINES AND USE AS NEUROLEPTICS,UNDISCOUNTED,false
05806530,1977-07-18,Utility,"THOMAS, ALEXANDER S",1504,428,542000,9264,"P77,1018",Patented Case,1982-05-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4315972,1982-02-16,CASTING WHOSE MOLDING TAKES PLACE DURING ITS RECOVERY BY MEANS OF FILTRATION-DEHYDRATION,UNDISCOUNTED,false
05816422,1977-07-18,Utility,"TUBBESING, THEODORE",2202,343,999999,2847,,Patented Case,1982-06-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4333080,1982-06-01,SIGNAL PROCESSOR,UNDISCOUNTED,false
05817887,1977-07-21,Utility,"NOT, DEFINED",3504,299,087000,3190,MIN2649,Patented Case,1981-02-20,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4266830,1981-05-12,AUGER CONSTRUCTION PROVIDING REDUCED NOISE,UNDISCOUNTED,false
05816181,1977-07-15,Utility,"WASIL, DANIEL D",2201,376,300000,2783,K4,Patented Case,1983-08-04,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4407774,1983-10-04,METHOD FOR PREVENTING DANGEROUS HYDROGEN ACCUMULATION IN NUCLEAR REACTOR CONTAINMENTS,UNDISCOUNTED,false
05816020,1977-07-15,Utility,"BARR, JOSEPHINE",1505,126,452000,2739,NONE,Patented Case,1982-10-15,FILE REPOSITORY (FRANCONIA),2018-11-15,,,,,4338922,1982-07-13,SOLAR POWERED CHEMICAL PROCESSING METHOD AND APPARATUS,UNDISCOUNTED,false
05815814,1977-07-15,Utility,"HALL, CARL E",3206,029,730000,2680,,Patented Case,1983-09-28,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4417390,1983-11-29,BATTERY PLATE WRAPPER MACHINE,UNDISCOUNTED,false
05818164,1977-07-22,Design,"NOT, DEFINED",2902,407,013000,3258,DP130,Patented Case,1981-04-27,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D259984,1981-07-28,A GOBLET OR SIMILAR ARTICLE,UNDISCOUNTED,false
05815744,1977-07-14,Utility,"NOT, DEFINED",2203,122,027000,2659,NONE,Patented Case,1982-08-23,FILE REPOSITORY (FRANCONIA),2018-11-15,,,,,4334505,1982-06-15,COOLING METAL SLABS AND OTHER METAL PRODUCTS,UNDISCOUNTED,false
05815657,1977-07-14,Utility,"NOT, DEFINED",3303,040,594000,2636,,Patented Case,1982-09-09,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4336664,1982-06-29,PROMOTIONAL PUZZLE,UNDISCOUNTED,false
05818368,1977-07-22,Utility,"WALSH, DONALD P",2201,362,403000,3314,,Patented Case,1982-12-21,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4348717,1982-09-07,LUMINAIRE LOWERING DEVICE WITH CENTERING MEANS,UNDISCOUNTED,false
05818577,1977-07-25,Utility,"THURLOW, JEFFERY",1307,204,999999,3361,NONE,Patented Case,1984-05-02,FILE REPOSITORY (FRANCONIA),1997-05-14,,,,,4457817,1984-07-03,METHOD OF TREATING HIGH-POLYMER MATERIALS,UNDISCOUNTED,false
05818602,1977-07-25,Utility,"SCHOR, KENNETH M",1303,071,999999,3370,,Patented Case,1978-04-04,FILE REPOSITORY (FRANCONIA),2018-09-19,,,,,T969002,1978-04-04,GRANULAR AMMONIUM PHOSPHATE SULFATE AND UREA-AMMONIUM PHOSPHATE SULFATE USING A COMMON PIPE-CROSS REACTOR,UNDISCOUNTED,false
05818598,1977-07-25,Utility,"NOT, DEFINED",1505,526,209000,3369,LEA17316,Patented Case,1984-03-03,FILE REPOSITORY (FRANCONIA),1997-04-25,,,,,4446291,1984-05-01,PROCESS FOR THE CONTINUOUS PRODUCTION OF ACRYLONITRILE-VINYL CHLORIDE COPOLYMERS,UNDISCOUNTED,false
05818617,1977-07-25,Utility,"YASICH, DANIEL",2605,073,999999,3375,,Patented Case,1981-04-22,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4275591,1981-06-30,PROTECTIVE SHIELD FOR CAPILLARY PIPETTE,UNDISCOUNTED,false
05818298,1977-07-25,Utility,"NOT, DEFINED",1305,055,479000,3296,,Patented Case,1982-03-16,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4305740,1981-12-15,FILTER MATERIAL CHARGING APPARATUS,UNDISCOUNTED,false
05818704,1977-07-25,Utility,"NOT, DEFINED",1506,096,999999,3407,Q6481NGB,Patented Case,1978-04-04,FILE REPOSITORY (FRANCONIA),2018-09-19,,,,,T969005,1978-04-04,COLOR PHOTOGRAPHIC MATERIALS,UNDISCOUNTED,false
05818564,1977-07-25,Utility,"SPRINGER, DAVID B",1202,260,999999,3359,FDN-909,Patented Case,1981-03-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4276215,1981-06-30,PURIFICATION OF PYRROLIDONE,UNDISCOUNTED,false
05817840,1977-07-21,Design,"NOT, DEFINED",2901,408,030000,3179,,Patented Case,1981-04-07,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D259850,1981-07-14,COMBINED HEAT APPLYING ROLLER AND CONTROL DEVICE THEREFOR,UNDISCOUNTED,false
05818810,1977-07-25,Utility,"NOT, DEFINED",2506,364,414000,3444,X-7909B,Patented Case,1983-02-03,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4379329,1983-04-05,RADIOLOGY,UNDISCOUNTED,false
05818817,1977-07-25,Utility,"BERNSTEIN, HIRAM H",1305,156,601000,3445,,Patented Case,1982-07-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4339300,1982-07-13,PROCESS FOR SMOOTHING SURFACES OF CRYSTALLINE MATERIALS,UNDISCOUNTED,false
05818754,1977-07-25,Utility,"SMITH, EDWARD J",1505,526,128000,3425,,Patented Case,1985-01-25,FILE REPOSITORY (FRANCONIA),1997-07-22,,,,,4507450,1985-03-26,PROCESS FOR PREPARING POLYOLEFIN,UNDISCOUNTED,false
05818506,1977-07-25,Utility,"SIPOS, JOHN",3205,053,440000,3352,,Patented Case,1983-01-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4368608,1983-01-18,AUTOMATIC ICE BAGGER,UNDISCOUNTED,false
05817798,1977-07-21,Utility,"BRYANT III, JAMES E",2403,091,467000,3170,,Patented Case,1983-03-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4366746,1983-01-04,PRESSURIZED HYDRAULIC FLUID SYSTEM USING CROSS-LINKED CHLORINATED POLYETHYLENE HOSE,UNDISCOUNTED,false
05819021,1977-07-25,Utility,"NOT, DEFINED",1202,424,269000,3492,000000000000,Patented Case,1982-11-16,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4359469,1982-11-16,COMBATING PESTS WITH N-SULPHENYLATED OXIME-CARBAMATES,UNDISCOUNTED,false
05818671,1977-07-25,Utility,"NOT, DEFINED",3102,105,999999,3394,,Patented Case,1983-08-10,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4408542,1983-10-11,CENTER SILL GONDOLA CAR,UNDISCOUNTED,false
05817674,1977-07-21,Utility,"MEROS, EDWARD",1103,423,329000,3135,,Patented Case,1981-03-06,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4275047,1981-06-23,ZEOLITE SYNTHESIS,UNDISCOUNTED,false
05817427,1977-07-20,Utility,"NOT, DEFINED",2403,141,234000,3084,NONE,Patented Case,1979-01-23,FILE REPOSITORY (FRANCONIA),1995-04-10,,,,,4135561,1979-01-23,MACHINE FOR INTRODUCING MEASURED AMOUNTS OF LIQUIDS INTO VIALS AND OTHER RECEPTACLES,UNDISCOUNTED,false
05819401,1977-07-26,Utility,"NOT, DEFINED",1207,435,999999,3595,LADZ,Patented Case,1979-09-28,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4237233,1980-12-02,METHOD FOR CULTIVATING BASIDIOMYCETES,UNDISCOUNTED,false
05817271,1977-07-20,Utility,"NOT, DEFINED",1502,427,140000,3052,,Patented Case,1981-06-24,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4291069,1981-09-22,RENDERING POROUS STRUCTURES IMPERMEABLE BY TREATMENT WITH GELLABLE AMINE POLYMERS,UNDISCOUNTED,false
05818711,1977-07-25,Utility,"DIXON JR, WILLIAM R",1504,156,086000,3409,000000000000,Patented Case,1983-10-24,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4421582,1983-12-20,SELF-HEATING ARTICLE WITH DEFORMABLE ELECTRODES,UNDISCOUNTED,false
05819510,1977-07-26,Utility,"DEAN, RICHARD",1101,423,644000,3628,C-53,Patented Case,1983-02-18,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4358432,1982-11-09,MATERIAL FOR HYDROGEN ABSORPTION AND DESORPTION,UNDISCOUNTED,false
05817163,1977-07-20,Utility,"NOZICK, BERNARD",1305,055,089000,3030,000000000000,Patented Case,1983-01-26,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4378236,1983-03-29,METHOD AND APPARATUS FOR RECOVERING HEAT AND SMOKE FROM AN AIRSTREAM,SMALL,false
05819277,1977-07-27,Utility,"LIN, KUANG Y",3205,164,468000,3563,,Patented Case,1982-09-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4331196,1982-05-25,PROCESS FOR PRODUCING NON-DIRECTIONAL ELECTRICAL STEEL SHEETS FREE FROM RIDGING,UNDISCOUNTED,false
05819393,1977-07-27,Utility,"BASINGER, SHERMAN D",3105,043,009000,3594,K413,Patented Case,1982-11-15,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4344247,1982-08-17,OTTERBOARD,UNDISCOUNTED,false
05819405,1977-07-26,Utility,"LARKINS, WILLIAM",2503,307,446000,3596,OPAH1250,Patented Case,1980-11-20,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4255671,1981-03-10,ILL TYPE SEMICONDUCTOR INTEGRATED CIRCUIT,UNDISCOUNTED,false
05819214,1977-07-26,Utility,"BATTEN JR, J REED",3205,164,476000,3550,000000000000,Patented Case,1984-11-16,FILE REPOSITORY (FRANCONIA),1997-07-16,,,,,4493363,1985-01-15,METHOD AT CONTINUOUS CASTING OF STEELS AND METAL ALLOYS WITH SEGREGATION TENDENCY AND APPARATUS FOR CARRYING OUT THE METHOD,SMALL,false
05819532,1977-07-27,Utility,"WYSE, THOMAS G",1306,210,999999,3634,,Patented Case,1978-10-03,FILE REPOSITORY (FRANCONIA),2018-09-19,,,,,T975002,1978-10-03,METHOD FOR CONTROLLING BIOFOULING IN DRIP IRRIGATION SYSTEM EMITTER ORIFICES,UNDISCOUNTED,false
05819221,1977-07-26,Utility,"CHIN, PETER",1303,162,099000,3551,77262,Patented Case,1989-03-30,FILE REPOSITORY (FRANCONIA),2018-08-07,,,,,4832791,1989-05-23,MULTIPURPOSE SHEET MATERIAL AND METHOD OF MANUFACTURE,UNDISCOUNTED,false
05819460,1977-07-27,Utility,"SPRINGER, DAVID B",1202,424,274000,3612,BG17721,Patented Case,1980-03-11,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4279918,1981-07-21,2-(NUCLEARLY-SUBSTITUTED) BENZYLPYRROLIDINES,UNDISCOUNTED,false
05819533,1977-07-27,Utility,"NOT, DEFINED",1202,424,269000,3635,BAYER 31,Patented Case,1982-05-25,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4331674,1982-05-25,COMBATING FUNGI WITH 4-PH ENOXY-4-(AZOLYL-1-YL)-BUTANOIC ACID DERIVATIVES,UNDISCOUNTED,false
05819560,1977-07-27,Utility,"KYLE, DEBORAH L",2203,423,006000,3651,BP117742,Patented Case,1983-01-19,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4377555,1983-03-22,REMOVAL OF METAL FROM SOLUTION,UNDISCOUNTED,false
05819735,1977-07-28,Utility,"THALER, MICHAEL H",3305,128,774000,3684,,Patented Case,1981-04-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4279259,1981-07-21,MAMMOMETER,UNDISCOUNTED,false
05819629,1977-07-27,Re-Issue,"PORTA, DAVID P",2506,378,011000,3666,,Expressly Abandoned -- During Publication Process,1990-07-30,FILE REPOSITORY (FRANCONIA),2018-10-30,,,,,,,METHOD OF AND APPARATUS FOR EXAMINING A BODY BY RADIATION SUCH AS X OR GAMMA RADIATION,UNDISCOUNTED,false
05819812,1977-07-28,Utility,"SIMONE, TIMOTHY F",2402,099,519000,3711,ADK908V,Patented Case,1982-07-15,FILE REPOSITORY (FRANCONIA),2018-11-15,,,,,4323006,1982-04-06,WHITENING APPARATUS FOR SUPER-GLOSSY WHITE RICE,UNDISCOUNTED,false
05819736,1977-07-28,Utility,"VALENZA, JOSEPH E",3103,198,731000,3685,D-7236,Patented Case,1980-09-19,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4238028,1980-12-09,FLIGHT CONVEYOR,UNDISCOUNTED,false
05819724,1977-07-27,Utility,"NOT, DEFINED",1106,252,018000,3680,,Patented Case,1980-11-25,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4257902,1981-03-24,WATER-BASED INDUSTRIAL FLUIDS,UNDISCOUNTED,false
05819067,1977-07-26,Utility,"WALSH, DONALD P",2201,362,127000,3506,,Patented Case,1982-03-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4298916,1981-11-03,LIGHTING SYSTEM WITH BAFFLE,UNDISCOUNTED,false
05818899,1977-07-25,Utility,"NOT, DEFINED",2899,XXX,XXXXXX,3464,,Patented Case,1978-12-19,FILE REPOSITORY (FRANCONIA),1995-03-29,,,,,4130656,1978-12-19,NOVEL ESTERS,UNDISCOUNTED,false
05818741,1977-07-25,Utility,"NOT, DEFINED",3106,280,615000,3423,D14461,Patented Case,1982-12-14,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4363498,1982-12-14,CROSS COUNTRY SKI BINDING,UNDISCOUNTED,false
05819920,1977-07-28,Utility,"LYDDANE, WILLIAM",3505,297,379000,3750,NONE,Patented Case,1982-03-09,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4318569,1982-03-09,SEAT BACK LATCH MECHANISM,UNDISCOUNTED,false
05819904,1977-07-28,Utility,"BILINSKY, ZENON",3204,125,020000,3740,NONE,Patented Case,1983-02-24,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4380990,1983-04-26,PORTABLE CORE DRILL CUTTER FOR HARD BRITTLE SHEETS,UNDISCOUNTED,false
05818654,1977-07-25,Utility,"NOT, DEFINED",2107,318,039000,3387,,Patented Case,1979-12-12,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4249113,1981-02-03,LOAD CONTROLLER,UNDISCOUNTED,false
05820065,1977-07-28,Utility,"NILSON, ROBERT G",3401,137,501000,3789,R3450,Patented Case,1980-04-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4195659,1980-04-01,TENSION CONTROL FOR A VALVE,UNDISCOUNTED,false
05819937,1977-07-28,Utility,"SPRINGER, DAVID B",1202,548,159000,3754,,Patented Case,1983-12-01,FILE REPOSITORY (FRANCONIA),1997-04-24,,,,,4429133,1984-01-31,2'-BENZOTHIAZOLYL-AND 2'-BENZOXAZOLYL-2-BENZIMIDAZOLES,UNDISCOUNTED,false
05813198,1977-07-29,Utility,"CHIN, TOMMY P",2603,455,179000,2002,TI-7037,Patented Case,1983-08-04,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4408347,1983-10-04,HIGH-FREQUENCY NON-TUNED CHANNEL SELECTOR,UNDISCOUNTED,false
05823887,1977-07-28,Utility,"BLUM, THEODORE M",2202,343,999999,4790,31706,Abandoned -- Failure to Respond to an Office Action,1979-09-10,FILE REPOSITORY (FRANCONIA),2006-03-27,,,,,,,SHIPBOARD POINT DEFENSE SYSTEM AND ELEMENTS THEREFOR,UNDISCOUNTED,false
05820053,1977-07-29,Utility,"VALENZA, JOSEPH E",3103,198,419000,3782,,Patented Case,1982-11-23,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4360098,1982-11-23,INFEED CONVEYOR,UNDISCOUNTED,false
05818308,1977-07-25,Utility,"MOY, JOSEPH MAN",2401,220,003200,3299,,Patented Case,1981-05-28,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4281773,1981-08-04,ELECTRICAL WIRING BOX,UNDISCOUNTED,false
05818386,1977-07-25,Utility,"HERBERT JR, THOMAS",1504,428,195000,3319,,Patented Case,1980-11-06,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4268566,1981-05-19,MARKING TAPE AND METHOD,UNDISCOUNTED,false
05820179,1977-07-29,Utility,"MUNSON, GENE M",2503,999,023000,3827,TI6599CR,Patented Case,1982-10-05,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4353082,1982-10-05,BURIED SENSE LINE V-GROOVE MOS RANDOM ACCESS MEMORY,UNDISCOUNTED,false
05820206,1977-07-29,Utility,"CHIN, TOMMY P",2603,455,052000,3833,B7506,Patented Case,1981-04-30,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4277845,1981-07-07,METEOR SCATTER BURST COMMUNICATION SYSTEM,UNDISCOUNTED,false
05820227,1977-07-29,Utility,"LOOK, EDWARD K",3403,417,313000,3840,S2892,Patented Case,1981-01-28,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4264284,1981-04-28,SELF-PRIMING CENTRIFUGAL PUMP AND SAFETY INSTALLATION THEREFOR,UNDISCOUNTED,false
05820232,1977-07-29,Utility,"NOT, DEFINED",1502,015,104940,3842,A1470-7C,Patented Case,1983-02-16,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4359798,1982-11-23,METHOD AND SYSTEM FOR CLEANING AND LUBRICATING,UNDISCOUNTED,false
05823894,1977-07-28,Utility,"JORDAN, CHARLES T",3644,244,003190,4797,RTN-188PUS,Patented Case,2003-05-21,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,6575400,2003-06-10,SHIPBOARD POINT DEFENSE SYSTEM AND ELEMENTS THEREFOR,UNDISCOUNTED,false
05819940,1977-07-28,Utility,"DENTZ, BERNARD I",1201,549,465000,3755,,Patented Case,1984-12-11,FILE REPOSITORY (FRANCONIA),2006-08-03,,,,,4499293,1985-02-12,PGI2 SALTS,UNDISCOUNTED,false
05820274,1977-07-29,Utility,"RAYMOND, RICHARD L",1201,424,27300R,3857,,Patented Case,1983-09-01,FILE REPOSITORY (FRANCONIA),1997-04-23,,,,,4413003,1983-11-01,BETA-HYDROXYARYLETHYLIMIDAZOLES,UNDISCOUNTED,false
05819975,1977-07-28,Utility,"RAYMOND, RICHARD L",1201,548,344000,3762,M1-884,Patented Case,1982-02-12,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4315095,1982-02-09,ALPHA-HALOMETHYL DERIVATIVES OF AMINO ACIDS,UNDISCOUNTED,false
05820359,1977-07-29,Re-Issue,"MILLIN, VINCENT A",3305,131,351000,3880,,Patented Case,1981-02-09,FILE REPOSITORY (FRANCONIA),2018-11-06,,,,,RE30704,1981-08-11,SELF-LIGHTING CIGARETTE HAVING A PROTECTIVE CAP,UNDISCOUNTED,false
05823885,1977-07-28,Utility,"JORDAN, CHARLES T",3644,089,001818,4788,6757-23000,Patented Case,2003-04-24,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,6561074,2003-05-13,SHIPBOARD POINT DEFENSE SYSTEM AND ELEMENTS THEREFOR,UNDISCOUNTED,false
05823888,1977-07-28,Utility,"SOTOMAYOR, JOHN B",3662,342,100000,4791,6757-23200,Patented Case,2003-09-18,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,6630902,2003-10-07,SHIPBOARD POINT DEFENSE SYSTEM AND ELEMENTS THEREFOR,UNDISCOUNTED,false
05820427,1977-08-01,Utility,"LITTLE, WILLIS",2403,004,341000,3896,K-2034,Patented Case,1981-06-09,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4285076,1981-08-25,FLUSHING APPARATUS FOR ILEOSTOMY BAG,UNDISCOUNTED,false
05823893,1977-07-28,Utility,"SOTOMAYOR, JOHN B",3662,342,013000,4796,6757-23500,Patented Case,2003-07-17,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,6603421,2003-08-05,SHIPBOARD POINT DEFENSE SYSTEM AND ELEMENTS THEREFOR,UNDISCOUNTED,false
05823891,1977-07-28,Utility,"SOTOMAYOR, JOHN B",3662,342,013000,4794,6757-23300,Patented Case,2003-04-24,FILE REPOSITORY (FRANCONIA),2018-06-23,,,,,6563450,2003-05-13,SHIPBOARD POINT DEFENSE SYSTEM AND ELEMENTS THEREFOR,UNDISCOUNTED,false
05820457,1977-08-01,Utility,"NOT, DEFINED",2401,220,022000,3906,NONE,Patented Case,1980-12-06,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4251005,1981-02-17,TANK,UNDISCOUNTED,false
05820671,1977-08-01,Utility,"BRAUN, LESLIE ALLEN",3502,052,604000,3958,PTC1911,Patented Case,1981-06-23,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4288960,1981-09-15,INTERLOCKING BUILDING BLOCK,UNDISCOUNTED,false
05820642,1977-08-01,Utility,"LANDER, FERRIS",1303,210,646000,3951,,Patented Case,1982-04-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4324663,1982-04-13,METHOD AND APPARATUS FOR REGULATING HAEMODIALYSIS CONDITIONS,UNDISCOUNTED,false
05819621,1977-07-27,Utility,"FOOTLAND, LENARD A",2405,138,089000,3664,,Patented Case,1981-06-09,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4285368,1981-08-25,PIPELINE STOPPER AND PIPE FITTING,UNDISCOUNTED,false
05820751,1977-08-01,Utility,"BONCK, RODNEY H",3502,248,097000,3972,,Patented Case,1981-05-05,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4280676,1981-07-28,DEVICE FOR HOLDING FLEXIBLE BAGS,UNDISCOUNTED,false
05819476,1977-07-27,Utility,"NOT, DEFINED",3304,172,552000,3617,,Patented Case,1982-08-03,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4342365,1982-08-03,SOIL CRUMBLING ROLLERS,UNDISCOUNTED,false
05819305,1977-07-27,Utility,"VALENZA, JOSEPH E",3103,198,427000,3573,,Patented Case,1982-07-13,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4339028,1982-07-13,METHOD AND APPARATUS FOR CHECKWEIGHING CONTAINERS,UNDISCOUNTED,false
05820611,1977-08-01,Utility,"BLEUTGE, JOHN",1501,525,074000,3945,NONE,Patented Case,1982-01-06,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4298712,1981-11-03,ADHESIVE BLENDS OF ELASTOMER POLYOLEFIN AND GRAFT OF POLYETHYLENE WITH UNSATURATED FUSED RING ANHYDRIDES,UNDISCOUNTED,false
05820778,1977-08-01,Utility,"MISKA, VIT W",2107,084,001150,3979,,Patented Case,1981-06-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4282789,1981-08-11,FINGER MOUNTABLE ELECTRIC GUITAR PICK-UP,UNDISCOUNTED,false
05820866,1977-08-01,Utility,"CHIN, TOMMY P",2603,455,257000,4009,B7222,Patented Case,1982-11-17,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4346477,1982-08-24,PHASE LOCKED SAMPLING RADIO RECEIVER,UNDISCOUNTED,false
05820819,1977-08-01,Utility,"SIMONE, TIMOTHY F",2402,099,323300,3993,,Patented Case,1983-02-23,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4357861,1982-11-09,APPARATUS FOR BREWING A HOT BEVERAGE MADE UP OF A SOLUTION OF A POWDERED SUBSTANCE IN A LIQUID,UNDISCOUNTED,false
05820884,1977-08-01,Utility,"NOT, DEFINED",1107,548,375000,4016,CMS26586,Patented Case,1982-06-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4334076,1982-06-08,"A PROCESS FOR THE PREPARATION OF SULFURIC ACI SEMIESTER ETHYLSULFONYL COMPOUNDS OF AMINOPHENOLS,AMINOBENZANILIDES OR PHENYLPYRAZOLONES BY ESTERIFICATION WITH AND/OR SULFUR TRIOXIDE SULFURIC ACID/IN A KNEADER",UNDISCOUNTED,false
05820801,1977-08-01,Design,"NOT, DEFINED",2902,403,036000,3988,,Patented Case,1981-07-28,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,D261327,1981-10-20,SKI CARRIER,UNDISCOUNTED,false
05821004,1977-08-01,Utility,"TUFARIELLO, THOMAS",1106,204,015000,4054,P809,Patented Case,1981-12-01,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4303480,1981-12-01,ELECTROPLATING OF THICK FILM CIRCUITRY,UNDISCOUNTED,false
05821076,1977-08-02,Utility,"FRANKFORT, CHARLES E",3105,104,088000,4075,DS2306,Patented Case,1983-02-08,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4372218,1983-02-08,TRANSPORTATION INSTALLATION,UNDISCOUNTED,false
05821103,1977-08-02,Utility,"NOT, DEFINED",2103,219,121000,4086,K130MD,Patented Case,1985-10-23,FILE REPOSITORY (FRANCONIA),1995-03-02,,,,,4118619,1978-10-03,ROTARY BEAM CHOPPER AND SCANNING SYSTEM,UNDISCOUNTED,false
05821147,1977-08-02,Utility,"SILVERBERG, FRED A",3101,406,039000,4102,NONE,Patented Case,1981-07-10,FILE REPOSITORY (FRANCONIA),1999-06-10,,,,,4289428,1981-09-15,PARTICLATE MATTER AIR ASSISTED SCREW DISCHARGE APPARATUS,UNDISCOUNTED,false
05821270,1977-08-03,Utility,"BEHREND, HARVEY E",2201,999,999999,4133,,Abandoned -- File-Wrapper-Continuation Parent Application,1983-05-13,FORMER GROUP 2200,1984-08-27,,,,,,,CONTINUOUS FLOW RADIOACTIVE IODINE PRODUCTION,UNDISCOUNTED,false
